InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
59070,12/21/2015,Germany,2152,GER2,Male,9.5,42-43,9,189,0,2015,12,189
59071,12/21/2015,Canada,2205,CAN2,Male,10,43,9.5,169,0.2,2015,12,135.2
59072,12/21/2015,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,12,111.3
59073,12/21/2015,United States,2149,US1,Male,11,44,10.5,159,0,2015,12,159
59073,12/21/2015,United States,2201,US4,Male,9.5,42-43,9,179,0.3,2015,12,125.3
59074,12/21/2015,Germany,2238,GER3,Female,8.5,39,6.5,149,0,2015,12,149
59075,12/21/2015,Germany,2232,GER1,Female,8,38-39,6,139,0.1,2015,12,125.1
59076,12/21/2015,Canada,2150,CAN3,Male,8.5,41-42,8,169,0,2015,12,169
59077,12/21/2015,Germany,2179,GER1,Female,7.5,38,5.5,199,0,2015,12,199
59078,12/21/2015,Germany,2158,GER3,Male,10.5,43-44,10,159,0.1,2015,12,143.1
59079,12/21/2015,Germany,2154,GER2,Male,10.5,43-44,10,169,0,2015,12,169
59079,12/21/2015,Germany,2227,GER3,Male,9.5,42-43,9,129,0.1,2015,12,116.1
59079,12/21/2015,Germany,2152,GER1,Male,9.5,42-43,9,149,0.2,2015,12,119.2
59080,12/21/2015,United States,2162,US12,Female,8,38-39,6,189,0,2015,12,189
59081,12/21/2015,Germany,2153,GER3,Male,9.5,42-43,9,189,0,2015,12,189
59082,12/21/2015,United States,2164,US6,Female,8.5,39,6.5,199,0,2015,12,199
59083,12/22/2015,Canada,2211,CAN7,Female,8.5,39,6.5,149,0,2015,12,149
59084,12/22/2015,United States,2234,US10,Male,9,42,8.5,129,0.3,2015,12,90.3
59085,12/22/2015,United Kingdom,2165,UK4,Female,8.5,39,6.5,179,0,2015,12,179
59086,12/22/2015,Canada,2173,CAN2,Female,9.5,40,7.5,199,0,2015,12,199
59087,12/22/2015,United States,2217,US5,Female,8,38-39,6,129,0.2,2015,12,103.2
59088,12/22/2015,Canada,2163,CAN2,Male,7.5,40-41,7,169,0,2015,12,169
59089,12/22/2015,United States,2195,US6,Male,12,45,11.5,169,0.1,2015,12,152.1
59090,12/22/2015,Canada,2166,CAN1,Male,9.5,42-43,9,149,0,2015,12,149
59091,12/22/2015,Germany,2193,GER2,Male,9.5,42-43,9,139,0,2015,12,139
59092,12/22/2015,Germany,2184,GER2,Female,6,36-37,4,159,0.3,2015,12,111.3
59093,12/22/2015,Germany,2178,GER1,Male,8,41,7.5,159,0,2015,12,159
59094,12/22/2015,Germany,2236,GER2,Female,8.5,39,6.5,199,0,2015,12,199
59095,12/22/2015,Germany,2232,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59095,12/22/2015,Germany,2151,GER2,Male,11,44,10.5,129,0,2015,12,129
59096,12/22/2015,United Kingdom,2228,UK3,Female,7.5,38,5.5,199,0,2015,12,199
59097,12/22/2015,Germany,2197,GER1,Male,9.5,42-43,9,149,0,2015,12,149
59098,12/22/2015,Canada,2186,CAN2,Female,8,38-39,6,179,0.5,2015,12,89.5
59099,12/23/2015,Canada,2236,CAN7,Female,8.5,39,6.5,129,0,2015,12,129
59100,12/23/2015,United States,2173,US12,Male,14,47,13.5,179,0,2015,12,179
59101,12/23/2015,Canada,2203,CAN6,Female,9.5,40,7.5,169,0,2015,12,169
59102,12/23/2015,United Kingdom,2193,UK4,Female,8.5,39,6.5,129,0,2015,12,129
59103,12/23/2015,Canada,2234,CAN1,Male,9.5,42-43,9,149,0.3,2015,12,104.3
59104,12/23/2015,United States,2214,US14,Male,12,45,11.5,159,0.2,2015,12,127.2
59105,12/23/2015,United Kingdom,2221,UK5,Male,12,45,11.5,199,0.2,2015,12,159.2
59106,12/23/2015,Germany,2193,GER1,Male,9,42,8.5,189,0,2015,12,189
59107,12/23/2015,United States,2213,US13,Male,9.5,42-43,9,139,0,2015,12,139
59108,12/23/2015,Germany,2237,GER1,Male,10.5,43-44,10,149,0.5,2015,12,74.5
59108,12/23/2015,Germany,2154,GER2,Male,10.5,43-44,10,169,0,2015,12,169
59108,12/23/2015,Germany,2232,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59108,12/23/2015,Germany,2236,GER2,Male,9.5,42-43,9,129,0.2,2015,12,103.2
59109,12/23/2015,Germany,2164,GER1,Male,14,47,13.5,189,0.1,2015,12,170.1
59110,12/23/2015,United States,2211,US14,Female,7.5,38,5.5,159,0,2015,12,159
59111,12/24/2015,United States,2167,US5,Male,9.5,42-43,9,179,0.2,2015,12,143.2
59112,12/24/2015,United States,2197,US11,Female,8,38-39,6,149,0,2015,12,149
59113,12/24/2015,Germany,2221,GER2,Female,7.5,38,5.5,159,0,2015,12,159
59114,12/24/2015,United States,2205,US10,Male,10,43,9.5,129,0,2015,12,129
59115,12/24/2015,Canada,2215,CAN1,Female,7.5,38,5.5,139,0,2015,12,139
59116,12/24/2015,Germany,2200,GER1,Female,10.5,41,8.5,149,0.1,2015,12,134.1
59117,12/24/2015,United Kingdom,2179,UK4,Male,9.5,42-43,9,139,0.2,2015,12,111.2
59118,12/24/2015,Canada,2214,CAN7,Male,10,43,9.5,179,0.1,2015,12,161.1
59119,12/24/2015,Germany,2184,GER1,Male,10.5,43-44,10,169,0.5,2015,12,84.5
59120,12/24/2015,United Kingdom,2174,UK3,Male,9,42,8.5,189,0,2015,12,189
59121,12/24/2015,United States,2213,US13,Male,10.5,43-44,10,149,0.3,2015,12,104.3
59122,12/24/2015,Germany,2203,GER1,Female,8.5,39,6.5,179,0.3,2015,12,125.3
59123,12/25/2015,Germany,2179,GER1,Female,7.5,38,5.5,199,0,2015,12,199
59124,12/25/2015,United States,2197,US2,Male,10.5,43-44,10,149,0,2015,12,149
59125,12/25/2015,Germany,2210,GER1,Female,9.5,40,7.5,189,0.5,2015,12,94.5
59126,12/25/2015,United States,2166,US13,Male,10,43,9.5,169,0.2,2015,12,135.2
59127,12/25/2015,United States,2149,US12,Female,8,38-39,6,159,0,2015,12,159
59128,12/25/2015,United States,2179,US13,Female,8,38-39,6,139,0,2015,12,139
59129,12/25/2015,United Kingdom,2240,UK3,Female,5.5,36,3.5,189,0.1,2015,12,170.1
59130,12/25/2015,Germany,2187,GER1,Female,8.5,39,6.5,149,0.1,2015,12,134.1
59131,12/25/2015,United States,2186,US13,Male,9.5,42-43,9,139,0.2,2015,12,111.2
59132,12/25/2015,Germany,2227,GER3,Male,9.5,42-43,9,129,0.1,2015,12,116.1
59133,12/25/2015,Germany,2170,GER3,Female,7,37-38,5,139,0.3,2015,12,97.3
59134,12/25/2015,United States,2148,US3,Female,8.5,39,6.5,159,0.3,2015,12,111.3
59135,12/26/2015,United States,2201,US4,Male,9.5,42-43,9,179,0.3,2015,12,125.3
59136,12/26/2015,Germany,2210,GER1,Female,9.5,40,7.5,189,0.5,2015,12,94.5
59137,12/26/2015,United States,2184,US9,Female,9,39-40,7,189,0,2015,12,189
59138,12/26/2015,United Kingdom,2178,UK2,Female,8.5,39,6.5,139,0,2015,12,139
59139,12/26/2015,United States,2152,US1,Male,9.5,42-43,9,139,0,2015,12,139
59140,12/26/2015,Canada,2205,CAN2,Male,10,43,9.5,169,0.2,2015,12,135.2
59141,12/26/2015,United States,2203,US13,Male,9.5,42-43,9,189,0,2015,12,189
59142,12/26/2015,United Kingdom,2206,UK3,Male,10,43,9.5,149,0,2015,12,149
59143,12/26/2015,United States,2149,US14,Male,9.5,42-43,9,159,0.2,2015,12,127.2
59144,12/27/2015,Canada,2212,CAN1,Female,8,38-39,6,129,0.5,2015,12,64.5
59145,12/27/2015,Germany,2189,GER2,Female,8,38-39,6,169,0,2015,12,169
59146,12/27/2015,Canada,2185,CAN7,Male,7.5,40-41,7,169,0,2015,12,169
59147,12/27/2015,United States,2203,US14,Male,8,41,7.5,129,0.5,2015,12,64.5
59148,12/27/2015,United States,2232,US12,Female,7.5,38,5.5,169,0.2,2015,12,135.2
59149,12/27/2015,United States,2234,US10,Male,9,42,8.5,129,0.3,2015,12,90.3
59150,12/27/2015,Canada,2208,CAN5,Male,9.5,42-43,9,199,0,2015,12,199
59151,12/27/2015,Germany,2216,GER2,Female,5.5,36,3.5,139,0,2015,12,139
59152,12/27/2015,Canada,2241,CAN5,Male,6,39,5.5,199,0,2015,12,199
59152,12/27/2015,Canada,2176,CAN5,Male,9.5,42-43,9,189,0.1,2015,12,170.1
59153,12/27/2015,United States,2207,US12,Female,9,39-40,7,169,0.1,2015,12,152.1
59154,12/27/2015,United Kingdom,2222,UK2,Male,9,42,8.5,159,0.1,2015,12,143.1
59155,12/28/2015,Germany,2153,GER3,Male,9.5,42-43,9,189,0,2015,12,189
59156,12/28/2015,Germany,2184,GER2,Female,8.5,39,6.5,179,0.5,2015,12,89.5
59157,12/28/2015,Germany,2177,GER3,Male,9.5,42-43,9,199,0,2015,12,199
59158,12/28/2015,Canada,2178,CAN5,Male,9.5,42-43,9,139,0.1,2015,12,125.1
59159,12/28/2015,United States,2207,US15,Male,15,48,14.5,149,0.3,2015,12,104.3
59159,12/28/2015,United States,2209,US15,Male,9,42,8.5,189,0,2015,12,189
59159,12/28/2015,United States,2184,US2,Male,9,42,8.5,159,0,2015,12,159
59159,12/28/2015,United States,2221,US7,Male,11,44,10.5,149,0.5,2015,12,74.5
59160,12/28/2015,Germany,2175,GER2,Male,13,46,12.5,169,0,2015,12,169
59161,12/28/2015,Germany,2231,GER1,Female,8,38-39,6,199,0,2015,12,199
59162,12/28/2015,United States,2152,US1,Male,9.5,42-43,9,139,0,2015,12,139
59163,12/28/2015,United States,2173,US12,Male,14,47,13.5,179,0,2015,12,179
59164,12/28/2015,United States,2174,US13,Male,10,43,9.5,169,0,2015,12,169
59165,12/28/2015,Canada,2176,CAN5,Male,9.5,42-43,9,189,0.1,2015,12,170.1
59165,12/28/2015,Canada,2170,CAN6,Female,9,39-40,7,179,0,2015,12,179
59166,12/28/2015,United States,2242,US12,Female,9,39-40,7,199,0,2015,12,199
59167,12/28/2015,United Kingdom,2190,UK5,Female,9,39-40,7,149,0,2015,12,149
59168,12/29/2015,Germany,2147,GER2,Female,8.5,39,6.5,129,0.3,2015,12,90.3
59169,12/29/2015,Germany,2225,GER1,Male,9,42,8.5,139,0.5,2015,12,69.5
59170,12/29/2015,Germany,2171,GER1,Female,8.5,39,6.5,159,0,2015,12,159
59171,12/29/2015,Germany,2242,GER2,Female,7,37-38,5,189,0.1,2015,12,170.1
59172,12/29/2015,United States,2166,US15,Male,11,44,10.5,129,0,2015,12,129
59172,12/29/2015,United States,2185,US15,Male,10,43,9.5,159,0.3,2015,12,111.3
59172,12/29/2015,United States,2155,US2,Female,9.5,40,7.5,179,0,2015,12,179
59173,12/29/2015,Canada,2203,CAN3,Male,9,42,8.5,139,0,2015,12,139
59174,12/29/2015,Germany,2189,GER2,Female,8,38-39,6,169,0,2015,12,169
59175,12/29/2015,Germany,2242,GER2,Male,9.5,42-43,9,169,0,2015,12,169
59176,12/29/2015,United States,2151,US14,Male,9,42,8.5,159,0.5,2015,12,79.5
59177,12/29/2015,United States,2184,US11,Male,9.5,42-43,9,189,0.5,2015,12,94.5
59178,12/29/2015,Canada,2215,CAN3,Female,7,37-38,5,149,0.2,2015,12,119.2
59178,12/29/2015,Canada,2193,CAN6,Male,8.5,41-42,8,199,0.5,2015,12,99.5
59178,12/29/2015,Canada,2169,CAN7,Female,9,39-40,7,179,0.1,2015,12,161.1
59179,12/29/2015,United Kingdom,2226,UK2,Female,7.5,38,5.5,179,0,2015,12,179
59180,12/30/2015,Canada,2240,CAN6,Male,9.5,42-43,9,199,0.3,2015,12,139.3
59181,12/30/2015,Canada,2174,CAN6,Male,9,42,8.5,159,0.2,2015,12,127.2
59182,12/30/2015,United States,2200,US11,Female,9,39-40,7,129,0.2,2015,12,103.2
59183,12/30/2015,United States,2230,US15,Male,11.5,44-45,11,199,0.2,2015,12,159.2
59184,12/30/2015,Canada,2214,CAN7,Male,10,43,9.5,179,0.1,2015,12,161.1
59185,12/30/2015,United Kingdom,2179,UK4,Male,9.5,42-43,9,139,0.2,2015,12,111.2
59186,12/30/2015,Germany,2236,GER2,Male,9.5,42-43,9,129,0.2,2015,12,103.2
59187,12/30/2015,Germany,2192,GER2,Female,6.5,37,4.5,169,0.2,2015,12,135.2
59188,12/31/2015,Canada,2176,CAN5,Male,9.5,42-43,9,189,0.1,2015,12,170.1
59189,12/31/2015,United States,2226,US15,Male,11.5,44-45,11,179,0,2015,12,179
59190,12/31/2015,United States,2213,US13,Male,10.5,43-44,10,149,0.3,2015,12,104.3
59191,12/31/2015,United States,2211,US1,Female,8.5,39,6.5,129,0,2015,12,129
59192,12/31/2015,United States,2179,US8,Female,7,37-38,5,159,0.5,2015,12,79.5
59193,12/31/2015,United States,2148,US14,Male,8,41,7.5,139,0,2015,12,139
59194,12/31/2015,Germany,2209,GER1,Female,8.5,39,6.5,159,0,2015,12,159
59195,12/31/2015,Germany,2238,GER2,Female,8.5,39,6.5,149,0,2015,12,149
59196,12/31/2015,United States,2173,US5,Female,9,39-40,7,179,0,2015,12,179
59197,1/1/2016,Germany,2204,GER1,Male,10.5,43-44,10,169,0,2016,1,169
59198,1/1/2016,Germany,2158,GER3,Male,9,42,8.5,149,0.1,2016,1,134.1
59199,1/1/2016,Germany,2173,GER1,Female,8.5,39,6.5,149,0.2,2016,1,119.2
59200,1/1/2016,Canada,2192,CAN5,Female,7.5,38,5.5,199,0,2016,1,199
59201,1/1/2016,Germany,2154,GER3,Male,9,42,8.5,189,0.1,2016,1,170.1
59202,1/2/2016,Germany,2205,GER1,Female,7.5,38,5.5,159,0,2016,1,159
59203,1/2/2016,United Kingdom,2215,UK5,Female,5,35-36,3,199,0.1,2016,1,179.1
59204,1/2/2016,Canada,2156,CAN6,Male,10,43,9.5,159,0,2016,1,159
59205,1/2/2016,Germany,2210,GER1,Male,11,44,10.5,199,0,2016,1,199
59206,1/2/2016,United States,2186,US13,Female,8,38-39,6,189,0.3,2016,1,132.3
59207,1/2/2016,Germany,2165,GER2,Male,6,39,5.5,129,0,2016,1,129
59208,1/2/2016,Germany,2195,GER1,Female,8.5,39,6.5,179,0,2016,1,179
59209,1/2/2016,United States,2193,US14,Female,9,39-40,7,159,0.2,2016,1,127.2
59210,1/2/2016,Germany,2172,GER2,Female,9,39-40,7,159,0,2016,1,159
59211,1/2/2016,Germany,2152,GER2,Female,8.5,39,6.5,139,0,2016,1,139
59212,1/2/2016,Germany,2236,GER2,Female,8.5,39,6.5,199,0,2016,1,199
59213,1/2/2016,United States,2228,US13,Male,9.5,42-43,9,179,0.3,2016,1,125.3
59214,1/2/2016,United States,2177,US12,Female,10.5,41,8.5,189,0.2,2016,1,151.2
59214,1/2/2016,United States,2236,US6,Male,8.5,41-42,8,189,0.2,2016,1,151.2
59215,1/2/2016,Germany,2231,GER1,Female,8,38-39,6,189,0.3,2016,1,132.3
59216,1/3/2016,Germany,2174,GER1,Male,9.5,42-43,9,129,0,2016,1,129
59217,1/3/2016,Germany,2210,GER2,Male,10.5,43-44,10,179,0.5,2016,1,89.5
59218,1/3/2016,Canada,2223,CAN3,Male,11,44,10.5,129,0.2,2016,1,103.2
59219,1/3/2016,United States,2188,US14,Female,9.5,40,7.5,199,0.2,2016,1,159.2
59220,1/3/2016,Canada,2173,CAN5,Male,10.5,43-44,10,149,0.2,2016,1,119.2
59220,1/3/2016,Canada,2202,CAN7,Male,10.5,43-44,10,129,0.5,2016,1,64.5
59221,1/3/2016,United States,2178,US13,Female,8,38-39,6,149,0.2,2016,1,119.2
59222,1/3/2016,Canada,2214,CAN5,Male,7.5,40-41,7,199,0.2,2016,1,159.2
59223,1/3/2016,United States,2158,US3,Male,8,41,7.5,159,0,2016,1,159
59224,1/3/2016,United Kingdom,2230,UK4,Male,10.5,43-44,10,139,0.2,2016,1,111.2
59225,1/3/2016,United States,2236,US13,Male,8,41,7.5,129,0,2016,1,129
59226,1/3/2016,United States,2207,US14,Male,14,47,13.5,169,0,2016,1,169
59226,1/3/2016,United States,2198,US13,Female,11,41-42,9,129,0.3,2016,1,90.3
59227,1/3/2016,Germany,2208,GER1,Male,11,44,10.5,199,0.3,2016,1,139.3
59228,1/4/2016,United States,2186,US11,Male,10.5,43-44,10,159,0,2016,1,159
59229,1/4/2016,Germany,2173,GER2,Female,8,38-39,6,189,0,2016,1,189
59230,1/4/2016,United States,2173,US8,Male,10.5,43-44,10,169,0.3,2016,1,118.3
59231,1/4/2016,Canada,2191,CAN1,Female,7,37-38,5,169,0.2,2016,1,135.2
59232,1/4/2016,United Kingdom,2229,UK4,Female,4.5,35,2.5,139,0.2,2016,1,111.2
59232,1/4/2016,United Kingdom,2209,UK3,Female,5,35-36,3,129,0.3,2016,1,90.3
59233,1/4/2016,Germany,2228,GER2,Female,7.5,38,5.5,129,0.1,2016,1,116.1
59234,1/4/2016,Canada,2190,CAN6,Male,9,42,8.5,199,0,2016,1,199
59235,1/4/2016,Canada,2227,CAN6,Female,7.5,38,5.5,149,0,2016,1,149
59236,1/4/2016,Germany,2229,GER1,Female,6.5,37,4.5,149,0.5,2016,1,74.5
59237,1/4/2016,United States,2181,US14,Female,9,39-40,7,129,0,2016,1,129
59238,1/4/2016,United States,2148,US12,Female,11,41-42,9,139,0.2,2016,1,111.2
59239,1/4/2016,Germany,2239,GER1,Female,8.5,39,6.5,189,0,2016,1,189
59240,1/4/2016,United States,2168,US14,Female,10.5,41,8.5,199,0,2016,1,199
59240,1/4/2016,United States,2211,US9,Male,14,47,13.5,169,0.3,2016,1,118.3
59241,1/4/2016,United States,2184,US5,Female,8,38-39,6,149,0,2016,1,149
59242,1/4/2016,United States,2231,US9,Female,9,39-40,7,129,0.5,2016,1,64.5
59243,1/5/2016,United States,2214,US12,Male,8.5,41-42,8,189,0.1,2016,1,170.1
59244,1/5/2016,Germany,2242,GER3,Female,8,38-39,6,159,0,2016,1,159
59245,1/5/2016,Germany,2165,GER3,Female,8.5,39,6.5,149,0,2016,1,149
59246,1/5/2016,Germany,2164,GER1,Male,9.5,42-43,9,179,0.3,2016,1,125.3
59247,1/5/2016,Canada,2220,CAN6,Female,7,37-38,5,139,0,2016,1,139
59248,1/5/2016,Canada,2226,CAN6,Female,7.5,38,5.5,189,0.3,2016,1,132.3
59249,1/5/2016,Canada,2198,CAN1,Male,13,46,12.5,169,0,2016,1,169
59250,1/5/2016,United States,2151,US12,Female,8,38-39,6,169,0.2,2016,1,135.2
59251,1/5/2016,United States,2236,US6,Male,8.5,41-42,8,189,0.2,2016,1,151.2
59252,1/5/2016,Germany,2181,GER3,Female,10,40-41,8,149,0,2016,1,149
59253,1/5/2016,United Kingdom,2155,UK1,Female,9,39-40,7,159,0.3,2016,1,111.3
59254,1/5/2016,United Kingdom,2184,UK2,Male,9,42,8.5,129,0.2,2016,1,103.2
59255,1/5/2016,United States,2152,US15,Male,11.5,44-45,11,149,0.5,2016,1,74.5
59256,1/5/2016,Germany,2160,GER2,Female,8,38-39,6,199,0.1,2016,1,179.1
59257,1/6/2016,United States,2214,US12,Male,8.5,41-42,8,189,0.1,2016,1,170.1
59258,1/6/2016,Germany,2181,GER1,Male,10.5,43-44,10,159,0,2016,1,159
59259,1/6/2016,Canada,2232,CAN6,Male,8,41,7.5,159,0.1,2016,1,143.1
59260,1/6/2016,Canada,2178,CAN1,Female,7.5,38,5.5,139,0,2016,1,139
59261,1/6/2016,United Kingdom,2181,UK3,Female,10,40-41,8,139,0,2016,1,139
59262,1/6/2016,Germany,2183,GER1,Male,7.5,40-41,7,159,0,2016,1,159
59263,1/6/2016,Canada,2240,CAN1,Male,10,43,9.5,129,0,2016,1,129
59264,1/6/2016,Germany,2156,GER2,Male,9,42,8.5,149,0.2,2016,1,119.2
59265,1/6/2016,United Kingdom,2195,UK2,Male,10,43,9.5,199,0,2016,1,199
59266,1/6/2016,United States,2240,US6,Male,13,46,12.5,169,0.5,2016,1,84.5
59267,1/6/2016,United Kingdom,2227,UK4,Male,10.5,43-44,10,179,0,2016,1,179
59268,1/6/2016,United States,2214,US12,Female,8,38-39,6,189,0.2,2016,1,151.2
59268,1/6/2016,United States,2230,US15,Female,7.5,38,5.5,179,0,2016,1,179
59269,1/7/2016,Germany,2147,GER1,Female,8.5,39,6.5,149,0.2,2016,1,119.2
59270,1/7/2016,Germany,2232,GER1,Female,8,38-39,6,139,0.1,2016,1,125.1
59271,1/7/2016,United Kingdom,2164,UK2,Female,11,41-42,9,159,0.5,2016,1,79.5
59272,1/7/2016,United States,2233,US14,Female,8,38-39,6,149,0,2016,1,149
59273,1/7/2016,Canada,2185,CAN3,Male,11,44,10.5,199,0.3,2016,1,139.3
59274,1/7/2016,Canada,2216,CAN1,Male,9,42,8.5,129,0.5,2016,1,64.5
59275,1/7/2016,Canada,2153,CAN6,Male,11,44,10.5,169,0.3,2016,1,118.3
59276,1/7/2016,Germany,2240,GER1,Male,9,42,8.5,129,0.5,2016,1,64.5
59277,1/7/2016,United Kingdom,2228,UK3,Female,8.5,39,6.5,189,0,2016,1,189
59278,1/7/2016,United Kingdom,2237,UK4,Female,9,39-40,7,199,0,2016,1,199
59279,1/7/2016,Germany,2159,GER1,Female,8,38-39,6,199,0,2016,1,199
59280,1/7/2016,United States,2194,US15,Male,9,42,8.5,159,0,2016,1,159
59281,1/7/2016,United States,2227,US12,Female,9,39-40,7,129,0,2016,1,129
59281,1/7/2016,United States,2183,US6,Male,10,43,9.5,159,0,2016,1,159
59282,1/7/2016,United Kingdom,2230,UK4,Male,10.5,43-44,10,139,0.2,2016,1,111.2
59283,1/8/2016,Canada,2229,CAN7,Female,7,37-38,5,149,0,2016,1,149
59284,1/8/2016,Germany,2194,GER1,Male,10,43,9.5,159,0.5,2016,1,79.5
59285,1/8/2016,United States,2214,US12,Male,10.5,43-44,10,179,0,2016,1,179
59286,1/8/2016,United States,2217,US2,Male,8.5,41-42,8,159,0,2016,1,159
59287,1/8/2016,Germany,2222,GER3,Female,7.5,38,5.5,129,0.5,2016,1,64.5
59288,1/8/2016,United States,2209,US5,Male,9,42,8.5,199,0,2016,1,199
59289,1/8/2016,Canada,2214,CAN5,Male,7.5,40-41,7,199,0.2,2016,1,159.2
59290,1/8/2016,Canada,2240,CAN1,Male,10,43,9.5,129,0,2016,1,129
59290,1/8/2016,Canada,2216,CAN1,Male,9,42,8.5,129,0.5,2016,1,64.5
59290,1/8/2016,Canada,2181,CAN1,Male,8.5,41-42,8,169,0.2,2016,1,135.2
59291,1/8/2016,Germany,2223,GER2,Male,6,39,5.5,139,0.2,2016,1,111.2
59292,1/8/2016,Germany,2154,GER3,Male,9,42,8.5,189,0.1,2016,1,170.1
59293,1/8/2016,United States,2155,US12,Male,10.5,43-44,10,169,0,2016,1,169
59294,1/8/2016,United States,2241,US15,Male,9.5,42-43,9,199,0,2016,1,199
59295,1/8/2016,United States,2212,US13,Female,7,37-38,5,139,0.5,2016,1,69.5
59296,1/8/2016,United Kingdom,2180,UK4,Male,9,42,8.5,129,0,2016,1,129
59296,1/8/2016,United Kingdom,2167,UK1,Female,9.5,40,7.5,129,0,2016,1,129
59297,1/8/2016,Germany,2192,GER2,Male,9.5,42-43,9,189,0.2,2016,1,151.2
59298,1/8/2016,Germany,2219,GER2,Female,8,38-39,6,169,0,2016,1,169
59299,1/9/2016,United States,2158,US3,Male,8,41,7.5,159,0,2016,1,159
59300,1/9/2016,United States,2238,US15,Male,9,42,8.5,179,0,2016,1,179
59301,1/9/2016,Canada,2178,CAN6,Male,9.5,42-43,9,139,0.3,2016,1,97.3
59302,1/9/2016,Germany,2174,GER1,Male,9.5,42-43,9,129,0,2016,1,129
59303,1/9/2016,United States,2152,US12,Female,10.5,41,8.5,139,0.1,2016,1,125.1
59304,1/9/2016,United Kingdom,2203,UK1,Female,8.5,39,6.5,189,0,2016,1,189
59305,1/9/2016,United States,2193,US12,Male,7.5,40-41,7,149,0.3,2016,1,104.3
59306,1/9/2016,United Kingdom,2164,UK2,Female,11,41-42,9,159,0.5,2016,1,79.5
59307,1/9/2016,Canada,2153,CAN6,Male,11,44,10.5,169,0.3,2016,1,118.3
59307,1/9/2016,Canada,2216,CAN1,Male,9,42,8.5,129,0.5,2016,1,64.5
59308,1/9/2016,United Kingdom,2231,UK3,Female,8.5,39,6.5,179,0,2016,1,179
59308,1/9/2016,United Kingdom,2216,UK5,Male,10.5,43-44,10,199,0,2016,1,199
59308,1/9/2016,United Kingdom,2205,UK3,Male,8.5,41-42,8,129,0.2,2016,1,103.2
59308,1/9/2016,United Kingdom,2241,UK1,Male,9.5,42-43,9,199,0.1,2016,1,179.1
59309,1/9/2016,United States,2149,US13,Female,7,37-38,5,139,0.5,2016,1,69.5
59310,1/9/2016,United Kingdom,2226,UK2,Female,8,38-39,6,169,0.3,2016,1,118.3
59311,1/9/2016,United Kingdom,2242,UK4,Male,9.5,42-43,9,139,0.3,2016,1,97.3
59312,1/10/2016,Germany,2219,GER2,Male,9.5,42-43,9,129,0,2016,1,129
59313,1/10/2016,Canada,2228,CAN2,Female,7,37-38,5,149,0,2016,1,149
59314,1/10/2016,Canada,2232,CAN2,Male,9,42,8.5,199,0.5,2016,1,99.5
59315,1/10/2016,United States,2225,US4,Female,9,39-40,7,159,0,2016,1,159
59316,1/10/2016,United States,2194,US15,Male,9,42,8.5,159,0,2016,1,159
59316,1/10/2016,United States,2238,US15,Male,9,42,8.5,179,0,2016,1,179
59317,1/10/2016,United States,2158,US9,Female,9,39-40,7,189,0.5,2016,1,94.5
59318,1/10/2016,United States,2207,US12,Female,6.5,37,4.5,129,0.2,2016,1,103.2
59319,1/10/2016,United States,2177,US11,Male,8.5,41-42,8,149,0.2,2016,1,119.2
59320,1/10/2016,Germany,2173,GER2,Female,8,38-39,6,189,0,2016,1,189
59321,1/10/2016,United States,2222,US13,Female,10.5,41,8.5,169,0.1,2016,1,152.1
59322,1/10/2016,United States,2214,US12,Male,10.5,43-44,10,179,0,2016,1,179
59323,1/10/2016,United States,2193,US12,Male,10,43,9.5,179,0,2016,1,179
59324,1/10/2016,United States,2217,US2,Male,8.5,41-42,8,159,0,2016,1,159
59325,1/10/2016,Germany,2183,GER1,Male,7.5,40-41,7,159,0,2016,1,159
59326,1/10/2016,Germany,2187,GER3,Male,8.5,41-42,8,159,0,2016,1,159
59327,1/10/2016,United States,2157,US13,Female,6.5,37,4.5,139,0,2016,1,139
59328,1/10/2016,United Kingdom,2180,UK4,Male,10.5,43-44,10,159,0,2016,1,159
59328,1/10/2016,United Kingdom,2216,UK5,Male,10.5,43-44,10,199,0,2016,1,199
59328,1/10/2016,United Kingdom,2205,UK3,Male,8.5,41-42,8,129,0.2,2016,1,103.2
59329,1/10/2016,Canada,2181,CAN1,Male,8.5,41-42,8,169,0.2,2016,1,135.2
59329,1/10/2016,Canada,2170,CAN5,Female,7.5,38,5.5,129,0.3,2016,1,90.3
59330,1/10/2016,Canada,2185,CAN3,Male,11,44,10.5,199,0.3,2016,1,139.3
59331,1/10/2016,United States,2174,US14,Female,9,39-40,7,169,0.1,2016,1,152.1
59332,1/10/2016,Germany,2166,GER1,Female,9,39-40,7,179,0.3,2016,1,125.3
59333,1/11/2016,United States,2233,US14,Female,8,38-39,6,149,0,2016,1,149
59334,1/11/2016,United Kingdom,2153,UK5,Male,9.5,42-43,9,189,0,2016,1,189
59335,1/11/2016,United Kingdom,2221,UK5,Female,7.5,38,5.5,149,0.2,2016,1,119.2
59336,1/11/2016,United States,2183,US7,Male,12,45,11.5,179,0,2016,1,179
59337,1/11/2016,United States,2157,US3,Male,9,42,8.5,199,0,2016,1,199
